recommendationClass,recommendationKey,recommendationMean,numberOfAnalystOpinions,shortName,symbol,Ticker,sector,state,fullExchangeName,In_SP500,In_NASDAQ,currentPrice,allTimeHigh,allTimeLow,beta,averageVolume,marketCap,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,totalRevenue,revenuePerShare,grossProfits,ebitda,netIncomeToCommon,trailingEps,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesOutstanding,floatShares,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,is_Insolvent,_debtToEquity,has_benefits,_PER,Total Assets_2024-12-31 00:00:00,Total Liabilities Net Minority Interest_2024-12-31 00:00:00,Stockholders Equity_2024-12-31 00:00:00,Total Debt_2024-12-31 00:00:00,Working Capital_2024-12-31 00:00:00,Total Assets_2023-12-31 00:00:00,Total Liabilities Net Minority Interest_2023-12-31 00:00:00,Stockholders Equity_2023-12-31 00:00:00,Total Debt_2023-12-31 00:00:00,Working Capital_2023-12-31 00:00:00,Total Assets_2022-12-31 00:00:00,Total Liabilities Net Minority Interest_2022-12-31 00:00:00,Stockholders Equity_2022-12-31 00:00:00,Total Debt_2022-12-31 00:00:00,Working Capital_2022-12-31 00:00:00,Total Assets_2021-12-31 00:00:00,Total Liabilities Net Minority Interest_2021-12-31 00:00:00,Stockholders Equity_2021-12-31 00:00:00,Total Debt_2021-12-31 00:00:00,Working Capital_2021-12-31 00:00:00,Operating Cash Flow_2024-12-31 00:00:00,Capital Expenditure_2024-12-31 00:00:00,Operating Cash Flow_2023-12-31 00:00:00,Capital Expenditure_2023-12-31 00:00:00,Operating Cash Flow_2022-12-31 00:00:00,Capital Expenditure_2022-12-31 00:00:00,Operating Cash Flow_2021-12-31 00:00:00,Capital Expenditure_2021-12-31 00:00:00
2,Hold,1.86667,14.0,"Q2 Holdings, Inc.",QTWO,QTWO,Technology,TX,NYSE,False,False,59.86,148.56,9.62,1.474,1233398.0,3737802752.0,3745054720.0,6.396666,5.041,0.00657,0.52622,0.05158,0.050419997,-0.00028,0.0091699995,742948992.0,12.16,390956000.0,38319000.0,4884000.0,0.06,532072000.0,8.521,539324032.0,0.82,0.901,9.358,178456992.0,182333376.0,0.0,0.0,62442411.0,60187616.0,3848653.0,0.0616,2.17,0.0696,0.0111,1.08005,2476.0,0,57632403.50502244,0,997.6666666666667,1294795000.0,776999000.0,517796000.0,542987000.0,159760000.0,1201425000.0,752946000.0,448479000.0,548916000.0,236401000.0,1349726000.0,930702000.0,419024000.0,733341000.0,339034000.0,1385045000.0,814749000.0,570296000.0,621973000.0,354092000.0,135751000.0,-29031000.0,70292000.0,-30643000.0,36556000.0,-30052000.0,31092000.0,-25619000.0
1,Buy,1.66667,5.0,"Xenia Hotels & Resorts, Inc.",XHR,XHR,Real Estate,FL,NYSE,False,False,13.03,25.9,6.145,1.735,913051.0,1323930368.0,2558652416.0,1.0261458,2.38,0.05861,0.25319,0.21989,0.14082,0.022850001,0.05179,1075160960.0,10.703,272216992.0,236416992.0,62460000.0,0.63,172899008.0,1.805,1437768960.0,1.83,2.518,12.698,172860000.0,36144000.0,0.040310077,0.82989997,95780393.0,94713399.0,4060624.0,0.0424,4.71,0.0872,0.01066,1.00506,46.0,0,113227985.50952905,0,20.68253968253968,2831616000.0,1551283000.0,1243103000.0,1334703000.0,53878000.0,2902227000.0,1584730000.0,1290992000.0,1394906000.0,142330000.0,3080055000.0,1620047000.0,1441183000.0,1429105000.0,284920000.0,3087316000.0,1649235000.0,1430986000.0,1494231000.0,530935000.0,163720000.0,-140554000.0,198065000.0,-120905000.0,187129000.0,-70376000.0,40763000.0,-31819000.0
2,Hold,2.2,8.0,Pacific Biosciences of Californ,PACB,PACB,Healthcare,CA,NasdaqGS,False,False,1.64,53.69,0.85,2.104,7184000.0,492607808.0,880093824.0,8.0,5.638,0.0,0.27556,-1.44602,-1.12732,-0.33280998,-1.89956,156110000.0,0.542,43017000.0,-225738000.0,-526359008.0,-2.23,314735008.0,1.048,702220992.0,5.807,6.918,0.205,-149546000.0,67196000.0,0.0,0.0,300370611.0,298123839.0,37967832.0,0.12640001,6.4,0.1438,0.07881,0.57213,575.0,0,3425468253.658537,1,0.0,1260447000.0,753853000.0,506594000.0,672434000.0,429382000.0,1746013000.0,1044709000.0,701304000.0,933930000.0,647018000.0,1767086000.0,1204182000.0,562904000.0,948481000.0,588739000.0,2006970000.0,1215983000.0,790987000.0,955355000.0,1029425000.0,-206058000.0,-6188000.0,-259173000.0,-8843000.0,-263211000.0,-16929000.0,-111180000.0,-5931000.0
2,Hold,2.21429,11.0,Hubbell Inc,HUBB,HUBB,Industrials,CT,NYSE,True,False,425.71,481.345,2.795327,0.959,520729.0,22622232576.0,24234432512.0,6.486317,4.307,0.14762999,0.34809,0.23621,0.22583,0.101169996,0.25468,5626399744.0,105.068,1958499968.0,1328999936.0,829100032.0,15.41,399600000.0,7.52,2000700032.0,0.681,1.298,65.632,957400000.0,476600000.0,0.01207966,0.3364,53140009.0,52865807.0,1919056.0,0.0361,3.85,0.0416,0.0037599998,0.98314005,17800.0,0,30483606.0458313,0,27.62556781310837,6679100000.0,3396400000.0,3268300000.0,1719600000.0,815100000.0,6914000000.0,4024700000.0,2877000000.0,2290000000.0,843800000.0,5402600000.0,3032000000.0,2360900000.0,1558000000.0,932900000.0,5281500000.0,3040800000.0,2229800000.0,1530600000.0,814100000.0,991200000.0,-180400000.0,880800000.0,-165700000.0,583200000.0,-129300000.0,543800000.0,-90200000.0
3,Sell,2.58333,11.0,Allegion plc,ALLE,ALLE,Industrials,UNK,NYSE,True,False,177.49,180.34,40.24,1.078,910112.0,15236898816.0,16810499072.0,8.528663,4.336,0.16153,0.44827998,0.24093,0.21497,0.10665,0.38994,3876600064.0,44.79,1737799936.0,934000000.0,626200000.0,7.21,656800000.0,7.651,2230400000.0,1.557,2.303,20.811,765100032.0,548974976.0,0.01115493,0.275,85846520.0,84757128.0,2575924.0,0.03,2.84,0.0343,0.01125,0.99302,14400.0,0,107174090.62515016,0,24.61719833564494,4487800000.0,2987100000.0,1500700000.0,1999500000.0,725400000.0,4311500000.0,2993200000.0,1318300000.0,2015000000.0,281200000.0,3991200000.0,3046700000.0,941800000.0,2094500000.0,511000000.0,3051000000.0,2288600000.0,759100000.0,1442100000.0,516400000.0,675000000.0,-92100000.0,600600000.0,-84200000.0,459500000.0,-64000000.0,488600000.0,-45400000.0
2,Hold,2.2,5.0,Expro Group Holdings N.V.,XPRO,XPRO,Energy,TX,NYSE,False,False,12.44,196.2,6.7,1.158,1283395.0,1437979520.0,1444571520.0,0.9460795,0.863,0.04259,0.23275,0.18645,0.09915,0.03684,0.04784,1673282944.0,14.346,389452000.0,311984992.0,71260000.0,0.61,206831008.0,1.789,213423008.0,1.598,2.14,13.149,242636000.0,139800992.0,0.0,0.0,115593209.0,102702254.0,7103190.0,0.0615,6.63,0.078,0.01441,1.00296,8500.0,0,16231120.845691688,0,20.39344262295082,2333541000.0,842057000.0,1491484000.0,203046000.0,479616000.0,2013007000.0,717134000.0,1295873000.0,110884000.0,362749000.0,1937152000.0,651257000.0,1285895000.0,94724000.0,427798000.0,1854638000.0,557067000.0,1297571000.0,110302000.0,432928000.0,169479000.0,-143576000.0,138309000.0,-122110000.0,80169000.0,-89871000.0,16144000.0,-81511000.0
2,Hold,2.15385,11.0,"MARA Holdings, Inc.",MARA,MARA,Financial Services,FL,NasdaqCM,False,False,19.57,155.68,0.35,6.35,57187450.0,7249860608.0,9790255104.0,1.479885,12.262,0.85016,0.41752,1.3897799,4.3284297,0.06371,0.18235001,798409984.0,2.421,333355008.0,1109611008.0,678774976.0,1.86,109475000.0,0.296,2645309952.0,0.319,0.536,13.224,-852441984.0,201091376.0,0.0,0.0,370457880.0,364589827.0,101158403.0,0.2731,1.43,0.3529,0.00657,0.62380004,201.0,0,200038562.6134301,0,10.521505376344086,6801317000.0,2665375000.0,4129033000.0,2473671000.0,375176000.0,1990973000.0,375052000.0,1615921000.0,326132000.0,996045000.0,1195244000.0,809303000.0,385941000.0,783514000.0,251433000.0,1444331000.0,762231000.0,682100000.0,728406000.0,672986000.0,-677022000.0,-253458000.0,-315651000.0,-27611000.0,-176478000.0,-41108000.0,-18964000.0,-273851000.0
3,Sell,2.3125,14.0,Qiagen N.V.,QGEN,QGEN,Healthcare,UNK,NYSE,False,False,48.27,62.756256,1.877324,0.658,1307025.0,10466590720.0,10996017152.0,2.9857118,5.39,0.18303,0.80257004,0.48908,0.25485,0.090050004,0.108059995,2040066944.0,9.408,1637289984.0,997764992.0,373385984.0,1.69,953814976.0,4.399,1483255040.0,1.199,1.612,16.167,675030976.0,683148480.0,0.0051942654,0.1479,216834269.0,214891167.0,6684226.0,0.0308,5.48,0.0458,0.01609,0.79617995,5700.0,0,91745842.76612853,0,28.562130177514796,5689622000.0,2122283000.0,3567339000.0,1415883000.0,1416224000.0,6115190000.0,2307426000.0,3807764000.0,1532062000.0,1068267000.0,6287735000.0,2821124000.0,3466611000.0,1883670000.0,1419429000.0,6146954000.0,3050404000.0,3096550000.0,1963818000.0,592132000.0,673551000.0,-171242000.0,459455000.0,-162802000.0,715264000.0,-149336000.0,639001000.0,-206534000.0
0,Strong Buy,1.33333,12.0,"EyePoint Pharmaceuticals, Inc.",EYPT,EYPT,Healthcare,MA,NasdaqGM,False,False,11.63,485.6,2.19,1.973,953384.0,939160576.0,569607936.0,3.2567906,10.976,0.0,-2.57634,0.0,-11.66829,-0.37785998,-0.73950994,51898000.0,0.802,-133707000.0,-187140992.0,-175380992.0,-2.69,255732992.0,3.71,23715000.0,7.727,7.996,3.571,-190586000.0,-114199624.0,0.0,0.0,80753269.0,42632302.0,8002454.0,0.1161,7.72,0.1392,0.034849998,1.01229,165.0,0,6640996.919630355,1,0.0,418465000.0,81964000.0,336501000.0,21858000.0,334258000.0,355184000.0,88861000.0,266323000.0,4906000.0,281537000.0,180356000.0,83988000.0,96368000.0,45769000.0,138271000.0,263372000.0,78992000.0,184380000.0,39204000.0,214087000.0,-126226000.0,-4052000.0,1875000.0,-3483000.0,-65005000.0,-2150000.0,-50097000.0,-156000.0
3,Sell,2.5,12.0,Pinnacle West Capital Corporati,PNW,PNW,Utilities,AZ,NYSE,True,False,93.15,105.51,5.0,0.46,1073642.0,11124647936.0,25211482112.0,1.6537656,4.797,0.10962,0.40884998,0.38252,0.22907,0.02338,0.090270005,5255240192.0,44.996,2148604928.0,2010236032.0,576059008.0,4.86,18841000.0,0.158,14004524032.0,0.246,0.522,56.326,1736011008.0,-492301760.0,0.038333334,0.7335,119427244.0,118655744.0,5145343.0,0.0431,5.1,0.063,0.00247,1.02782,6403.0,0,248633384.79565388,0,19.166666666666668,26102760000.0,19245282000.0,6754311000.0,11048342000.0,-1154393000.0,24661153000.0,18376291000.0,6177664000.0,10303194000.0,-962380000.0,22723405000.0,16563529000.0,6048647000.0,8877148000.0,-11587000.0,22003222000.0,15981762000.0,5906200000.0,8184579000.0,-205769000.0,1609823000.0,-2249195000.0,1207697000.0,-1846370000.0,1241441000.0,-1707490000.0,860014000.0,-1473475000.0
2,Hold,2.28571,7.0,Patria Investments Limited,PAX,PAX,Financial Services,UNK,NasdaqGS,False,False,14.48,23.28,9.43,0.705,508823.0,2309081856.0,2454263040.0,4.0155296,6.176,0.21197,0.62789,0.50235003,0.36029997,0.08103,0.16392,397385984.0,2.527,249515008.0,199628000.0,84235000.0,0.54,55194000.0,0.346,186711008.0,0.377,0.777,3.606,271291008.0,129748496.0,0.041980475,1.1137,66521566.0,65609506.0,4086779.0,0.0256,6.52,0.0733,0.01372,0.79022,577.0,0,51777872.43483084,0,26.814814814814813,1206107000.0,715175000.0,481078000.0,250409000.0,-24711000.0,1011578000.0,490236000.0,542489000.0,15836000.0,4095000.0,976238000.0,462780000.0,552788000.0,16094000.0,141636000.0,761321000.0,197036000.0,564285000.0,7864000.0,196096000.0,145947000.0,-8284000.0,156725000.0,-15020000.0,81051000.0,-6712000.0,107561000.0,-1843000.0
0,Strong Buy,1.33333,3.0,Minerals Technologies Inc.,MTX,MTX,Basic Materials,NY,NYSE,False,False,59.27,90.3,8.0625,1.233,230378.0,1859662464.0,2557062400.0,1.1243479,1.239,0.00102,0.25413,0.17372999,0.14937,0.04882,0.00337,2063500032.0,64.89,524400000.0,358500000.0,2100000.0,0.01,319900000.0,10.196,983299968.0,1.237,1.946,52.715,188900000.0,295975008.0,0.0072220354,43.0,31376116.0,30950970.0,440623.0,0.0139999995,1.85,0.020499999,0.0113699995,0.99991,3891.0,0,18653134.17433368,0,5927.0,3393900000.0,1610700000.0,1747000000.0,971200000.0,733300000.0,3346600000.0,1659900000.0,1652000000.0,1014500000.0,641700000.0,3401600000.0,1788400000.0,1579500000.0,1062300000.0,567900000.0,3374200000.0,1794700000.0,1539300000.0,1017000000.0,608700000.0,236400000.0,-89500000.0,233600000.0,-93500000.0,105700000.0,-82300000.0,232400000.0,-86000000.0
2,Hold,2.22222,8.0,"Interpublic Group of Companies,",IPG,IPG,Communication Services,NY,NYSE,True,False,26.39,58.375,0.708333,1.079,6115360.0,9665770496.0,12358670336.0,2.6043618,1.397,0.04993,0.236,0.19439,0.17042999,0.053940002,0.11933,8846600192.0,23.807,2087800064.0,1719699968.0,441700000.0,1.18,1564400000.0,4.271,4184699904.0,0.978,1.068,10.133,958899968.0,934275008.0,0.050113898,1.1186,366266390.0,364211636.0,27808338.0,0.0759,4.61,0.1018,0.00458,0.98311996,51300.0,0,412977391.0983914,0,22.364406779661017,18325800000.0,14415700000.0,3797400000.0,4254600000.0,848000000.0,19267300000.0,15221200000.0,3942600000.0,4671200000.0,619500000.0,18811700000.0,15100700000.0,3614600000.0,4531600000.0,342000000.0,19909200000.0,16304400000.0,3526000000.0,4798600000.0,341800000.0,1055200000.0,-141800000.0,554700000.0,-179300000.0,642100000.0,-178100000.0,2075600000.0,-195300000.0
0,Strong Buy,1.33333,5.0,"Grid Dynamics Holdings, Inc.",GDYN,GDYN,Technology,CA,NasdaqCM,False,False,7.59,42.81,4.61,1.042,1278057.0,642644928.0,321176960.0,1.1922715,0.825,0.043649998,0.36297,0.0626,0.00413,0.00792,0.03691,389227008.0,4.779,141276992.0,24365000.0,16991000.0,0.2,336752000.0,3.977,15284000.0,7.058,7.374,6.366,40012000.0,35296624.0,0.0,0.0,84669954.0,66074739.0,4290789.0,0.0507,3.4,0.0766,0.21851999,0.85214996,5013.0,0,2400879.673264216,0,37.949999999999996,592192000.0,74363000.0,517829000.0,12625000.0,367760000.0,435165000.0,52258000.0,382907000.0,10996000.0,281757000.0,411146000.0,48102000.0,363044000.0,8141000.0,284416000.0,256719000.0,29668000.0,227051000.0,0.0,167420000.0,30198000.0,-11766000.0,41093000.0,-7870000.0,31652000.0,-6069000.0,17973000.0,-4716000.0
1,Buy,1.64286,13.0,IAC Inc.,IAC,IAC,Communication Services,NY,NasdaqGS,False,False,32.73,146.94011,0.113713,1.28,1286734.0,2623547392.0,3016413440.0,0.5324722,0.814,-0.120900005,0.74240994,0.097670004,0.00074,0.00865,-0.078260005,3705967104.0,45.023,2751335936.0,361976000.0,-479886016.0,-5.58,1093865984.0,13.646,1435042048.0,2.631,2.867,61.468,199992000.0,87617000.0,0.0,0.0,74367772.0,66968995.0,6142862.0,0.0766,4.54,0.1216,0.02685,1.05158,8300.0,0,23346164.638511095,1,0.0,9547160000.0,3242772000.0,5577898000.0,1966847000.0,1598843000.0,10371177000.0,3582796000.0,6077861000.0,2023154000.0,1290102000.0,10393635000.0,3793866000.0,5931614000.0,2049759000.0,1481147000.0,12302593000.0,4534892000.0,7175226000.0,2076237000.0,1694716000.0,354518000.0,-65506000.0,189528000.0,-141364000.0,-82791000.0,-139753000.0,136953000.0,-90210000.0
2,Hold,2.2,10.0,"Lincoln Electric Holdings, Inc.",LECO,LECO,Industrials,OH,NasdaqGS,False,False,235.02,261.13,4.53125,1.21,313487.0,12969873408.0,13980065792.0,9.401176,3.411,0.12269,0.36508998,0.1935,0.16670999,0.12234,0.37353,4098851072.0,73.039,1496468992.0,793110016.0,502868000.0,8.91,299480992.0,5.427,1309673984.0,0.929,1.683,24.999,624516992.0,450795872.0,0.012420797,0.3326,55186252.0,54069834.0,1113695.0,0.0202,3.53,0.023,0.016239999,0.81452006,12000.0,0,52389054.92219689,0,26.377104377104377,3520142000.0,2192709000.0,1327433000.0,1261075000.0,766479000.0,3377297000.0,2068445000.0,1308852000.0,1105210000.0,938501000.0,3180546000.0,2146505000.0,1034041000.0,1203879000.0,704893000.0,2592307000.0,1728398000.0,864102000.0,769819000.0,533688000.0,598977000.0,-116603000.0,667542000.0,-90987000.0,383386000.0,-71883000.0,365063000.0,-62531000.0
4,Strong Sell,2.95,19.0,The Kraft Heinz Company,KHC,KHC,Consumer Defensive,PA,NasdaqGS,True,True,25.52,97.77,19.99,0.127,14238768.0,30205452288.0,48986451968.0,0.7305832,1.935,-0.20826,0.34307,0.24785,0.20702,0.039049998,-0.11637,25309999104.0,21.118,8682999808.0,6272999936.0,-5271000064.0,-4.46,2564000000.0,2.166,21211000832.0,0.569,1.072,34.931,4400000000.0,2745499904.0,0.06366892,0.7306,1183599215.0,851682487.0,55757946.0,0.0471,3.08,0.0652,0.27851,0.59455,36000.0,0,607225697.2889411,1,0.0,88287000000.0,38962000000.0,49185000000.0,19869000000.0,402000000.0,90339000000.0,40617000000.0,49526000000.0,20032000000.0,-108000000.0,90513000000.0,41643000000.0,48678000000.0,20070000000.0,-1131000000.0,93394000000.0,43942000000.0,49298000000.0,21815000000.0,-70000000.0,4184000000.0,-1164000000.0,3976000000.0,-1013000000.0,2469000000.0,-916000000.0,5364000000.0,-905000000.0
3,Sell,2.86667,10.0,"Watsco, Inc.",WSO,WSO,Industrials,FL,NYSE,False,False,370.8,571.42,1.657848,0.942,449051.0,15395992576.0,14683308032.0,5.0936866,1.956,0.0708,0.27538002,0.10426,0.12853,0.10139,0.20049,7507526144.0,199.196,2067438976.0,782718016.0,495543008.0,13.13,292977984.0,7.726,454086016.0,1.222,3.081,72.796,426571008.0,235377744.0,0.030054426,0.84669995,34902826.0,32898837.0,2798922.0,0.069,5.45,0.1024,0.00398,1.03802,7220.0,0,6237788.010330237,0,28.24067022086824,4479523000.0,1415285000.0,2656990000.0,447463000.0,2096080000.0,3729182000.0,1112992000.0,2229839000.0,404792000.0,1679919000.0,3488214000.0,1239936000.0,1889237000.0,390529000.0,1392217000.0,3085861000.0,1088446000.0,1664948000.0,369714000.0,1234678000.0,773102000.0,-30090000.0,561954000.0,-35478000.0,571964000.0,-35652000.0,349566000.0,-25464000.0
2,Hold,2.13333,27.0,Tractor Supply Company,TSCO,TSCO,Consumer Cyclical,TN,NasdaqGS,True,False,55.2,63.99,0.08125,0.724,4775070.0,29253332992.0,34584879104.0,11.747181,2.283,0.071779996,0.36409,0.12844,0.13015,0.09032,0.45345002,15148456960.0,28.428,5515473920.0,1945680000.0,1087288960.0,2.03,225810000.0,0.426,5557355008.0,0.082,1.283,4.699,1606066944.0,731744896.0,0.01631617,0.4433,529951669.0,528102138.0,37100107.0,0.07,8.48,0.073,0.0025099998,0.99437,52000.0,0,1182667590.551181,0,27.19211822660099,9805485000.0,7535151000.0,2270334000.0,5424448000.0,990724000.0,9188151000.0,7038389000.0,2149762000.0,5036018000.0,1086857000.0,8489990000.0,6447574000.0,2042416000.0,4270204000.0,781563000.0,7767467000.0,5764802000.0,2002665000.0,3919312000.0,1185598000.0,1420835000.0,-784047000.0,1334033000.0,-753883000.0,1356979000.0,-773369000.0,1138720000.0,-628431000.0
1,Buy,1.47059,16.0,"DuPont de Nemours, Inc.",DD,DD,Basic Materials,DE,NYSE,True,False,79.57,109.705635,6.207038,1.07,3068556.0,33317285888.0,39614287872.0,1.4444687,3.142,-0.01539,0.37138,0.25636998,0.16273001,0.03484,0.00461,12606999552.0,30.131,4681999872.0,3232000000.0,71000000.0,0.17,1836999936.0,4.387,7681999872.0,0.864,1.411,55.086,1956999936.0,1445500032.0,0.020222707,9.2941,418716685.0,417368417.0,7352016.0,0.0176,2.33,0.0199,0.00205,0.74334997,24000.0,0,139454668.5546237,0,468.0588235294117,36636000000.0,12843000000.0,23350000000.0,7171000000.0,1563000000.0,38552000000.0,13827000000.0,24279000000.0,7800000000.0,4416000000.0,41355000000.0,14338000000.0,26569000000.0,8074000000.0,7537000000.0,45707000000.0,18657000000.0,26433000000.0,10782000000.0,9372000000.0,2321000000.0,-900000000.0,2191000000.0,-2380000000.0,1249000000.0,-662000000.0,2281000000.0,-3134000000.0
2,Hold,2.14815,25.0,Chevron Corporation,CVX,CVX,Energy,TX,NYSE,True,False,153.08,189.68,2.375,0.813,8275704.0,308429029376.0,290762752000.0,1.8066161,1.536,0.07247,0.39169997,0.19344999,0.09441,0.04756,0.08963,189265002496.0,107.606,74136002560.0,36614000640.0,13715999744.0,7.78,4065999872.0,2.353,29467000832.0,0.62,0.996,84.733,32134000640.0,14433874944.0,0.044031374,0.8597,2014822376.0,1614202210.0,16108313.0,0.008,2.07,0.008,0.060300004,0.59081,45298.0,0,347762982.92282814,0,19.676092544987146,256938000000.0,103781000000.0,152318000000.0,24541000000.0,2353000000.0,261632000000.0,99703000000.0,160957000000.0,20836000000.0,8870000000.0,257709000000.0,97467000000.0,159282000000.0,23339000000.0,16135000000.0,239535000000.0,99595000000.0,139067000000.0,31369000000.0,6947000000.0,31492000000.0,-16448000000.0,35609000000.0,-15829000000.0,49602000000.0,-11974000000.0,29187000000.0,-8056000000.0
0,Strong Buy,1.375,8.0,"Impinj, Inc.",PI,PI,Technology,WA,NasdaqGS,False,False,201.43,239.88,9.95,1.832,550115.0,5859536384.0,5958732800.0,31.219774,16.601,0.00176,0.52122,0.03571,0.11108,-0.0014300001,0.00416,358937984.0,12.571,187084992.0,12819000.0,633000.0,0.0,193204992.0,6.642,292400992.0,8.264,11.639,6.452,45408000.0,24460124.0,0.0,0.0,29089692.0,26332862.0,3125945.0,0.1075,5.2,0.2147,0.04191,1.09911,451.0,0,45319434.593924366,1,0.0,489080000.0,339216000.0,149864000.0,292801000.0,-4779000.0,359409000.0,325278000.0,34131000.0,294588000.0,238816000.0,349737000.0,334146000.0,15591000.0,294432000.0,232801000.0,315537000.0,326613000.0,-11076000.0,304371000.0,220299000.0,128310000.0,-17112000.0,-49382000.0,-18842000.0,641000.0,-12079000.0,6465000.0,-16230000.0
2,Hold,1.95833,21.0,Moody's Corporation,MCO,MCO,Financial Services,NY,NYSE,True,False,471.04,531.93,6.875,1.412,778676.0,84485095424.0,89743097856.0,21.394377,12.282,0.29178,0.7278,0.46325,0.44679,0.1275,0.5302,7306999808.0,40.482,5318000128.0,3384999936.0,2132000000.0,11.78,2289999872.0,12.768,7389000192.0,1.566,1.753,22.017,2676999936.0,2095250048.0,0.0076404302,0.3044,179358642.0,165779399.0,1810573.0,0.0101,2.31,0.0117,0.1387,0.79161,15913.0,0,335604314.48426217,0,39.98641765704584,15505000000.0,11778000000.0,3565000000.0,7746000000.0,1693000000.0,14622000000.0,11146000000.0,3318000000.0,7415000000.0,1841000000.0,14349000000.0,11660000000.0,2519000000.0,7863000000.0,1719000000.0,14680000000.0,11764000000.0,2727000000.0,7973000000.0,1515000000.0,2838000000.0,-317000000.0,2151000000.0,-271000000.0,1474000000.0,-283000000.0,2005000000.0,-139000000.0
1,Buy,1.75,4.0,"Alexander & Baldwin, Inc.",ALEX,ALEX,Real Estate,HI,NYSE,False,False,16.69,46.96,8.32,1.057,428339.0,1214252160.0,1654287104.0,1.1986499,6.942,0.32734,0.47847998,0.51141,0.35109,0.03207,0.07791,238308000.0,3.279,114026000.0,121874000.0,78466000.0,1.08,11364000.0,0.156,451399008.0,0.151,0.16,13.924,102118000.0,262238128.0,0.054128993,0.831,72753270.0,71763826.0,826752.0,0.0114,1.59,0.0176,0.00799,0.88265,96.0,0,32418773.91554151,0,15.453703703703704,1670432000.0,666889000.0,1003543000.0,474837000.0,-155405000.0,1646241000.0,643230000.0,1003011000.0,463964000.0,-138423000.0,1787300000.0,751600000.0,1035700000.0,477100000.0,-107300000.0,1879800000.0,813200000.0,1066600000.0,537300000.0,-2800000.0,97991000.0,-50777000.0,67092000.0,-31150000.0,33956000.0,-21683000.0,124200000.0,-30300000.0
2,Hold,2.0,14.0,"Sprouts Farmers Market, Inc.",SFM,SFM,Consumer Defensive,AZ,NasdaqGS,False,False,111.78,182.0,13.0,0.773,2018293.0,10923831296.0,12418257920.0,8.056216,1.479,0.057740003,0.38933998,0.09319,0.08076999,0.11034001,0.36937,8399001088.0,84.77,3270075904.0,782680000.0,484940992.0,4.85,261404000.0,2.675,1755831040.0,0.448,0.984,13.875,744256000.0,548997248.0,0.0,0.0,97726169.0,97218970.0,8605970.0,0.0881,3.89,0.118,0.00392,0.99747,35000.0,0,126546381.26126125,0,23.047422680412375,3640699000.0,2318806000.0,1321893000.0,1679241000.0,-4448000.0,3327428000.0,2178881000.0,1148547000.0,1660664000.0,56903000.0,3070380000.0,2023918000.0,1046462000.0,1540671000.0,151424000.0,2923115000.0,1963239000.0,959876000.0,1508398000.0,54243000.0,645214000.0,-230375000.0,465068000.0,-225310000.0,371329000.0,-124010000.0,364799000.0,-102378000.0
1,Buy,1.5,6.0,Ecovyst Inc.,ECVT,ECVT,Basic Materials,PA,NYSE,False,False,8.13,18.9,5.24,1.148,1583390.0,930218112.0,1751991040.0,1.344246,2.422,-0.01905,0.2543,0.24041,0.0953,0.02802,-0.019550001,723462016.0,6.203,183974000.0,173924000.0,-13779000.0,-0.12,73604000.0,0.643,895377024.0,1.503,2.251,6.048,146723008.0,42092624.0,0.0,0.0,114417966.0,112330982.0,5168190.0,0.0452,2.7,0.0517,0.014780001,1.07075,920.0,0,148045142.85714287,1,0.0,1802321000.0,1101861000.0,700460000.0,899165000.0,188588000.0,1837751000.0,1132287000.0,705464000.0,900193000.0,126906000.0,1884553000.0,1177324000.0,707229000.0,913534000.0,138301000.0,1931219000.0,1190482000.0,740737000.0,926712000.0,146588000.0,149890000.0,-68953000.0,137597000.0,-65335000.0,186606000.0,-58870000.0,129918000.0,-60045000.0
3,Sell,2.33333,3.0,Enviri Corporation,NVRI,NVRI,Industrials,PA,NYSE,False,False,12.35,66.51,2.479167,1.932,1061223.0,996002560.0,2584164608.0,2.6468067,1.152,-0.07018,0.18363,0.088199995,-0.00495,0.00519,-0.31628,2242873088.0,27.919,411852992.0,197820000.0,-153676000.0,-1.92,98400000.0,1.22,1644996992.0,0.762,1.195,4.666,66252000.0,52775248.0,0.0,0.0,80647978.0,66232958.0,8746012.0,0.1084,7.36,0.1346,0.03604,1.04627,12000.0,0,352549719.67423916,1,0.0,2650233000.0,2200634000.0,411448000.0,1533913000.0,144143000.0,2854698000.0,2279290000.0,523151000.0,1536117000.0,172123000.0,2790854000.0,2167812000.0,569442000.0,1457507000.0,170454000.0,3053908000.0,2248138000.0,748160000.0,1477581000.0,273582000.0,78063000.0,-137900000.0,114448000.0,-139528000.0,150527000.0,-137344000.0,72197000.0,-158684000.0
